index1,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences_p,g1_p,g2_p,g3_p,absences_m,g1_m,g2_m,g3_m
559,MS,M,18,R,GT3,T,1,0,at_home,at_home,course,other,3,1,1,yes,yes,no,no,yes,no,no,4,3,2,1,1,4,0.0,12.0,12.0,13.0,0.0,0.0,0.0,0.0
560,MS,M,17,R,GT3,T,1,1,other,services,course,mother,2,1,0,no,yes,no,yes,yes,yes,yes,4,5,5,1,3,2,0.0,10.0,9.0,10.0,0.0,0.0,0.0,0.0
561,MS,M,18,U,LE3,T,1,1,at_home,at_home,course,mother,2,2,0,no,yes,no,yes,yes,no,no,4,3,3,1,4,5,6.0,10.0,9.0,10.0,0.0,0.0,0.0,0.0
562,MS,F,16,R,LE3,T,2,2,other,services,course,father,1,2,0,no,no,no,yes,yes,no,yes,5,4,3,1,1,1,0.0,11.0,13.0,12.0,0.0,0.0,0.0,0.0
563,MS,M,17,U,GT3,T,2,2,other,other,course,mother,1,1,1,no,no,no,yes,yes,no,yes,1,2,1,2,3,5,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
564,MS,M,16,R,GT3,T,3,2,services,other,course,father,2,1,0,no,no,no,no,yes,yes,no,4,5,5,2,3,5,2.0,11.0,9.0,10.0,0.0,0.0,0.0,0.0
565,MS,M,16,R,LE3,T,1,1,at_home,other,course,mother,2,1,0,no,no,no,yes,yes,yes,no,4,5,5,2,4,5,0.0,10.0,10.0,9.0,0.0,0.0,0.0,0.0
566,MS,M,18,R,GT3,T,1,1,services,other,course,other,2,1,1,no,yes,no,no,no,yes,yes,5,3,3,2,3,5,2.0,9.0,7.0,9.0,0.0,0.0,0.0,0.0
567,MS,M,18,R,GT3,T,3,2,services,other,course,mother,1,1,1,no,no,no,no,no,yes,no,2,3,1,2,2,5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
568,MS,M,19,U,GT3,T,3,2,at_home,services,course,mother,2,1,3,no,no,no,yes,yes,no,no,3,2,1,1,1,3,4.0,6.0,11.0,9.0,0.0,0.0,0.0,0.0
569,MS,M,18,U,GT3,T,3,3,at_home,at_home,course,mother,1,2,2,no,yes,no,yes,no,yes,no,4,4,5,1,3,3,9.0,4.0,8.0,8.0,0.0,0.0,0.0,0.0
570,MS,M,16,R,GT3,T,2,2,services,services,course,mother,2,1,0,no,yes,no,yes,yes,yes,yes,5,4,3,2,4,4,6.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0
571,MS,M,19,U,GT3,T,2,1,at_home,other,course,other,2,1,3,no,no,no,yes,no,yes,yes,4,4,3,1,3,5,4.0,8.0,9.0,9.0,0.0,0.0,0.0,0.0
572,MS,F,16,U,GT3,A,3,2,services,at_home,course,mother,2,2,2,no,yes,no,yes,yes,no,yes,2,5,5,1,1,1,8.0,5.0,5.0,7.0,0.0,0.0,0.0,0.0
573,MS,F,17,U,GT3,T,1,1,other,at_home,course,mother,1,1,0,no,yes,no,yes,yes,no,no,4,3,2,1,2,5,9.0,7.0,9.0,10.0,0.0,0.0,0.0,0.0
574,MS,M,20,R,GT3,T,1,1,other,other,course,other,2,1,1,no,yes,no,no,no,yes,yes,4,4,3,2,4,4,12.0,8.0,11.0,10.0,0.0,0.0,0.0,0.0
575,MS,F,18,R,GT3,A,4,3,services,services,course,mother,1,1,0,no,yes,no,no,yes,yes,no,5,4,4,3,4,2,8.0,10.0,11.0,10.0,0.0,0.0,0.0,0.0
576,MS,M,18,R,GT3,T,3,2,other,other,course,mother,2,1,0,no,yes,no,no,yes,yes,no,2,5,5,5,5,5,8.0,9.0,10.0,11.0,0.0,0.0,0.0,0.0
577,MS,M,19,R,GT3,T,1,1,other,services,home,other,3,2,1,no,no,no,no,yes,yes,no,5,4,4,3,3,2,8.0,10.0,9.0,11.0,0.0,0.0,0.0,0.0
578,MS,M,17,U,GT3,T,3,3,health,other,course,mother,2,2,1,no,yes,no,no,yes,yes,no,4,5,4,2,3,3,4.0,8.0,9.0,10.0,0.0,0.0,0.0,0.0
579,MS,M,18,U,LE3,T,1,3,at_home,services,course,mother,1,1,0,no,no,no,no,no,yes,yes,4,3,3,2,3,3,0.0,9.0,10.0,9.0,0.0,0.0,0.0,0.0
580,MS,M,19,R,GT3,T,1,1,other,other,home,other,3,1,1,no,yes,no,no,yes,yes,no,4,4,4,3,3,5,4.0,8.0,9.0,10.0,4.0,8.0,8.0,8.0
581,MS,F,18,U,GT3,A,1,2,at_home,other,course,mother,2,2,2,no,yes,no,no,yes,no,no,4,3,3,1,1,5,2.0,6.0,8.0,8.0,0.0,0.0,0.0,0.0
582,MS,F,19,U,LE3,A,1,1,at_home,other,course,mother,1,1,0,no,yes,no,no,no,no,no,1,4,4,1,1,5,0.0,6.0,8.0,7.0,0.0,0.0,0.0,0.0
583,MS,F,18,R,GT3,T,2,2,other,other,other,mother,2,1,1,no,no,no,no,no,yes,yes,5,5,5,1,1,3,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0
584,MS,F,17,R,GT3,T,0,0,at_home,other,course,mother,2,1,0,no,yes,no,no,yes,yes,no,4,4,3,1,1,5,0.0,10.0,11.0,11.0,0.0,0.0,0.0,0.0
585,MS,F,17,R,LE3,A,3,1,other,at_home,course,other,2,3,0,no,yes,yes,no,no,no,no,4,2,3,2,2,3,5.0,8.0,7.0,8.0,0.0,0.0,0.0,0.0
586,MS,F,17,U,GT3,T,4,2,teacher,services,home,mother,1,2,0,yes,yes,no,yes,yes,yes,no,5,5,5,1,3,5,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0
587,MS,F,18,R,LE3,T,2,2,services,services,course,mother,1,2,1,no,yes,no,yes,yes,yes,no,2,3,3,1,2,4,3.0,7.0,6.0,8.0,0.0,0.0,0.0,0.0
588,MS,F,17,U,GT3,T,4,1,health,at_home,course,mother,1,1,0,no,yes,no,no,yes,no,yes,3,2,2,1,1,5,0.0,8.0,10.0,9.0,0.0,0.0,0.0,0.0
589,MS,F,17,U,LE3,T,1,2,at_home,other,course,father,1,1,0,no,no,no,no,yes,yes,no,5,5,1,1,1,3,0.0,7.0,10.0,10.0,0.0,0.0,0.0,0.0
590,MS,F,18,U,GT3,T,1,1,other,other,course,mother,3,2,2,no,no,no,yes,yes,no,yes,3,4,4,2,2,5,3.0,7.0,8.0,7.0,0.0,0.0,0.0,0.0
591,MS,F,18,U,GT3,T,2,2,services,at_home,reputation,father,2,2,0,no,no,no,yes,yes,yes,no,4,3,5,1,1,1,2.0,12.0,13.0,14.0,0.0,0.0,0.0,0.0
592,MS,F,17,U,GT3,T,3,3,services,services,course,mother,2,1,0,no,yes,no,no,yes,yes,no,4,4,3,1,1,4,0.0,11.0,12.0,13.0,0.0,0.0,0.0,0.0
593,MS,F,18,U,LE3,A,1,2,at_home,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,no,4,4,3,1,2,4,0.0,12.0,13.0,14.0,0.0,0.0,0.0,0.0
594,MS,F,18,U,GT3,T,4,4,teacher,teacher,reputation,mother,2,2,0,no,no,no,yes,yes,yes,no,4,3,5,1,2,1,0.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0
595,MS,M,18,U,LE3,T,4,4,services,other,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,no,5,4,5,1,1,5,3.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0
596,MS,F,17,U,GT3,T,4,2,other,other,course,mother,2,2,0,no,yes,no,no,yes,yes,no,4,3,3,1,2,4,0.0,17.0,18.0,18.0,0.0,0.0,0.0,0.0
597,MS,F,18,R,GT3,T,2,2,at_home,other,course,mother,3,2,1,no,no,no,yes,yes,no,yes,4,3,3,1,1,4,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
598,MS,M,18,U,LE3,T,1,2,at_home,services,home,mother,2,1,0,no,yes,no,no,yes,no,no,4,1,4,5,5,1,8.0,10.0,11.0,11.0,0.0,0.0,0.0,0.0
599,MS,M,18,R,GT3,T,4,4,at_home,services,other,mother,3,1,0,no,yes,yes,yes,yes,yes,yes,2,5,5,1,1,1,5.0,12.0,13.0,14.0,0.0,0.0,0.0,0.0
600,MS,M,17,R,GT3,T,1,1,other,services,other,father,3,1,0,no,no,no,no,no,no,no,4,2,3,3,4,4,4.0,12.0,13.0,14.0,0.0,0.0,0.0,0.0
601,MS,F,18,U,GT3,T,2,2,other,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,1,3,1,1,1,2,4.0,8.0,8.0,10.0,0.0,0.0,0.0,0.0
602,MS,F,18,U,LE3,T,2,2,services,services,course,father,2,3,0,no,no,no,no,yes,yes,yes,5,4,5,1,4,3,0.0,11.0,12.0,13.0,0.0,0.0,0.0,0.0
603,MS,F,18,R,LE3,A,4,2,teacher,other,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,5,3,1,1,1,5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
604,MS,F,18,U,GT3,T,1,1,at_home,services,course,mother,3,2,1,no,no,no,no,no,no,no,4,4,2,1,2,2,2.0,9.0,10.0,10.0,0.0,0.0,0.0,0.0
605,MS,F,19,U,GT3,T,1,1,at_home,services,other,father,2,1,1,no,no,no,no,no,no,no,5,5,5,2,3,2,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
606,MS,F,17,U,GT3,T,4,2,teacher,other,course,father,2,4,0,no,no,no,no,yes,yes,yes,4,2,3,3,1,5,0.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0
607,MS,F,17,R,LE3,A,2,1,services,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,5,3,3,1,2,2,5.0,11.0,11.0,12.0,0.0,0.0,0.0,0.0
608,MS,F,18,U,LE3,A,1,1,at_home,services,course,mother,1,2,0,no,no,no,no,yes,no,yes,5,2,3,1,2,3,2.0,8.0,10.0,11.0,0.0,0.0,0.0,0.0
609,MS,F,18,U,GT3,T,1,2,at_home,at_home,course,father,2,2,0,no,yes,no,no,no,no,no,4,1,1,1,1,4,0.0,11.0,11.0,12.0,0.0,0.0,0.0,0.0
610,MS,F,19,R,GT3,A,1,1,at_home,at_home,course,other,2,2,3,no,yes,no,yes,no,no,yes,3,5,4,1,4,1,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
611,MS,F,18,R,GT3,T,2,2,services,other,home,mother,2,3,0,no,no,no,no,yes,yes,yes,4,2,1,1,1,4,5.0,14.0,14.0,15.0,0.0,0.0,0.0,0.0
612,MS,M,17,R,GT3,T,4,3,services,other,home,mother,2,2,1,no,yes,yes,yes,yes,yes,yes,4,5,5,1,3,2,4.0,10.0,11.0,11.0,0.0,0.0,0.0,0.0
613,MS,F,18,U,GT3,T,3,3,services,services,course,father,1,2,0,no,yes,no,no,yes,no,yes,5,3,4,1,1,5,0.0,10.0,10.0,10.0,0.0,10.0,9.0,9.0
614,MS,F,17,R,GT3,T,4,4,teacher,services,other,father,2,2,0,no,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,2.0,12.0,12.0,12.0,4.0,12.0,13.0,13.0
615,MS,F,17,U,LE3,A,3,2,services,other,reputation,mother,2,2,0,no,no,no,no,yes,no,yes,1,2,3,1,2,5,0.0,15.0,14.0,15.0,2.0,12.0,12.0,11.0
616,MS,M,18,U,LE3,T,1,1,other,services,home,father,2,1,0,no,no,no,no,yes,yes,yes,3,3,2,1,2,3,2.0,14.0,13.0,14.0,4.0,10.0,10.0,10.0
617,MS,F,18,U,LE3,T,1,1,at_home,services,course,father,2,3,0,no,no,no,no,yes,yes,no,5,3,2,1,1,4,0.0,19.0,17.0,18.0,0.0,18.0,16.0,16.0
618,MS,F,18,R,LE3,A,1,2,at_home,other,course,mother,3,2,0,no,no,no,no,yes,no,yes,4,3,4,1,4,5,0.0,16.0,15.0,15.0,0.0,0.0,0.0,0.0
619,MS,F,18,U,GT3,T,3,3,services,services,other,mother,2,2,0,no,yes,no,no,yes,yes,yes,4,3,2,1,3,3,6.0,13.0,12.0,13.0,0.0,11.0,11.0,10.0
620,MS,F,17,U,LE3,T,4,4,at_home,at_home,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,2,3,4,1,1,1,4.0,15.0,14.0,15.0,0.0,0.0,0.0,0.0
621,MS,F,17,R,GT3,T,1,2,other,services,course,father,2,2,0,no,no,no,no,yes,no,no,3,2,2,1,2,3,0.0,13.0,13.0,13.0,0.0,12.0,11.0,12.0
622,MS,M,18,R,GT3,T,1,3,at_home,other,course,mother,2,2,0,no,yes,yes,no,yes,no,no,3,3,4,2,4,3,0.0,8.0,10.0,9.0,4.0,10.0,10.0,10.0
623,MS,M,18,U,LE3,T,4,4,teacher,services,other,mother,2,3,0,no,no,no,no,yes,yes,yes,4,2,2,2,2,5,0.0,15.0,16.0,16.0,0.0,0.0,0.0,0.0
624,MS,F,17,R,GT3,T,1,1,other,services,reputation,mother,3,1,1,no,yes,no,no,yes,yes,yes,5,2,1,1,2,1,0.0,8.0,8.0,9.0,0.0,0.0,0.0,0.0
625,MS,F,18,U,GT3,T,2,3,at_home,services,course,father,2,1,0,no,yes,no,no,yes,yes,yes,5,2,3,1,2,4,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0
626,MS,F,18,R,GT3,T,4,4,other,teacher,other,father,3,2,0,no,yes,no,no,yes,yes,yes,3,2,2,4,2,5,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0
627,MS,M,18,R,LE3,T,1,2,at_home,services,other,father,3,1,0,no,yes,no,yes,no,yes,yes,4,3,3,2,3,3,3.0,9.0,10.0,10.0,0.0,0.0,0.0,0.0
628,MS,F,17,U,GT3,T,2,2,other,at_home,home,mother,1,3,0,no,no,no,yes,yes,no,yes,3,4,3,1,1,3,8.0,10.0,11.0,12.0,8.0,13.0,11.0,11.0
629,MS,F,17,R,GT3,T,1,2,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,no,3,5,5,1,3,1,4.0,7.0,8.0,9.0,14.0,6.0,5.0,5.0
630,MS,F,18,R,LE3,T,4,4,other,other,reputation,mother,2,3,0,no,no,no,no,yes,yes,no,5,4,4,1,1,1,0.0,15.0,17.0,17.0,0.0,19.0,18.0,19.0
631,MS,F,18,R,GT3,T,1,1,other,other,home,mother,4,3,0,no,no,no,no,yes,yes,no,4,3,2,1,2,4,4.0,10.0,11.0,12.0,2.0,8.0,8.0,10.0
632,MS,F,19,R,GT3,T,1,1,at_home,other,course,other,2,2,1,no,yes,no,no,yes,yes,yes,4,3,3,1,1,3,4.0,7.0,8.0,9.0,0.0,0.0,0.0,0.0
633,MS,F,18,R,LE3,T,4,4,teacher,services,course,mother,1,2,0,no,no,no,yes,yes,yes,no,5,4,3,3,4,2,1.0,13.0,14.0,14.0,0.0,0.0,0.0,0.0
634,MS,F,18,U,GT3,T,3,3,other,other,home,mother,1,2,0,no,no,no,no,yes,yes,yes,4,1,3,1,2,1,1.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0
635,MS,F,17,R,GT3,T,3,1,at_home,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,no,4,5,4,2,3,1,10.0,8.0,9.0,9.0,0.0,0.0,0.0,0.0
636,MS,M,18,U,GT3,T,4,4,teacher,teacher,home,father,1,2,0,no,no,no,yes,yes,yes,no,3,2,4,1,4,2,4.0,17.0,18.0,19.0,0.0,0.0,0.0,0.0
637,MS,M,18,R,GT3,T,2,1,other,other,other,mother,2,1,0,no,no,no,yes,yes,yes,yes,4,4,3,1,3,5,0.0,7.0,7.0,0.0,5.0,7.0,6.0,7.0
638,MS,M,17,U,GT3,T,2,3,other,services,home,father,2,2,0,no,no,no,yes,yes,yes,no,4,4,3,1,1,3,4.0,14.0,15.0,16.0,2.0,11.0,11.0,10.0
639,MS,M,19,R,GT3,T,1,1,other,services,other,mother,2,1,1,no,no,no,no,yes,no,no,4,3,2,1,3,5,0.0,5.0,8.0,0.0,0.0,6.0,5.0,0.0
640,MS,M,18,R,GT3,T,4,2,other,other,home,father,2,1,1,no,no,yes,no,yes,no,no,5,4,3,4,3,3,0.0,7.0,7.0,0.0,14.0,6.0,5.0,5.0
641,MS,F,18,R,GT3,T,2,2,at_home,other,other,mother,2,3,0,no,no,no,no,yes,no,no,5,3,3,1,3,4,0.0,14.0,17.0,15.0,0.0,0.0,0.0,0.0
642,MS,F,17,U,GT3,T,4,3,teacher,other,other,mother,2,2,0,no,no,no,no,yes,yes,no,5,5,4,1,1,1,0.0,6.0,9.0,11.0,0.0,0.0,0.0,0.0
643,MS,F,18,R,GT3,T,4,4,teacher,at_home,reputation,mother,3,1,0,no,yes,no,yes,yes,yes,yes,4,4,3,2,2,5,4.0,7.0,9.0,10.0,0.0,0.0,0.0,0.0
644,MS,F,19,R,GT3,T,2,3,services,other,course,mother,1,3,1,no,no,no,yes,yes,yes,no,5,4,2,1,2,5,4.0,10.0,11.0,10.0,0.0,7.0,5.0,0.0
645,MS,F,18,U,LE3,T,3,1,teacher,services,course,mother,1,2,0,no,yes,no,no,yes,yes,no,4,3,4,1,1,1,4.0,15.0,15.0,16.0,0.0,0.0,0.0,0.0
646,MS,F,18,U,GT3,T,1,1,other,other,course,mother,2,2,0,no,no,no,yes,yes,no,no,1,1,1,1,1,5,6.0,11.0,12.0,9.0,0.0,0.0,0.0,0.0
647,MS,M,17,U,LE3,T,3,1,services,services,course,mother,2,1,0,no,no,no,no,yes,yes,no,2,4,5,3,4,2,6.0,10.0,10.0,10.0,3.0,14.0,16.0,16.0
648,MS,M,18,R,LE3,T,3,2,services,other,course,mother,3,1,0,no,no,no,no,yes,yes,no,4,4,1,3,4,5,4.0,10.0,11.0,11.0,0.0,11.0,12.0,10.0
649,GP,F,15,U,LE3,T,1,1,at_home,other,other,mother,1,2,3,yes,no,yes,no,yes,yes,no,4,3,2,2,3,3,0.0,0.0,0.0,0.0,10.0,7.0,8.0,10.0
650,GP,F,15,U,GT3,T,4,2,health,services,home,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,3,2,2,1,1,5,0.0,0.0,0.0,0.0,2.0,15.0,14.0,15.0
651,GP,F,16,U,GT3,T,3,3,other,other,home,father,1,2,0,no,yes,yes,no,yes,no,no,4,3,2,1,2,5,0.0,0.0,0.0,0.0,4.0,6.0,10.0,10.0
652,GP,M,16,U,LE3,T,4,3,services,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,no,5,4,2,1,2,5,0.0,0.0,0.0,0.0,10.0,15.0,15.0,15.0
653,GP,M,15,U,LE3,A,3,2,services,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,no,4,2,2,1,1,1,0.0,0.0,0.0,0.0,0.0,16.0,18.0,19.0
654,GP,M,15,U,GT3,T,3,4,other,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,no,5,5,1,1,1,5,0.0,0.0,0.0,0.0,0.0,14.0,15.0,15.0
655,GP,F,15,U,GT3,T,4,4,teacher,health,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,no,3,3,3,1,2,2,0.0,0.0,0.0,0.0,0.0,10.0,8.0,9.0
656,GP,M,15,U,LE3,T,4,4,health,services,course,father,1,1,0,no,yes,yes,yes,yes,yes,no,4,3,3,1,3,5,0.0,0.0,0.0,0.0,2.0,14.0,14.0,14.0
657,GP,M,15,U,GT3,T,4,3,teacher,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,no,5,4,3,1,2,3,0.0,0.0,0.0,0.0,2.0,10.0,10.0,11.0
658,GP,F,16,U,GT3,T,4,4,services,services,reputation,mother,1,3,0,no,yes,yes,yes,yes,yes,no,3,2,3,1,2,2,0.0,0.0,0.0,0.0,6.0,13.0,14.0,14.0
659,GP,M,17,U,GT3,T,3,2,services,services,course,mother,1,1,3,no,yes,no,yes,yes,yes,no,5,5,5,2,4,5,0.0,0.0,0.0,0.0,16.0,6.0,5.0,5.0
660,GP,M,16,U,LE3,T,4,3,health,other,home,father,1,1,0,no,no,yes,yes,yes,yes,no,3,1,3,1,3,5,0.0,0.0,0.0,0.0,4.0,8.0,10.0,10.0
661,GP,F,15,R,GT3,T,2,4,services,health,course,mother,1,3,0,yes,yes,yes,yes,yes,yes,no,4,3,2,1,1,5,0.0,0.0,0.0,0.0,2.0,10.0,9.0,8.0
662,GP,F,16,U,GT3,T,2,2,services,services,home,mother,1,1,2,no,yes,yes,no,yes,yes,no,1,2,2,1,3,5,0.0,0.0,0.0,0.0,14.0,6.0,9.0,8.0
663,GP,M,15,U,GT3,T,2,2,other,other,home,mother,1,1,0,no,yes,yes,no,yes,yes,no,4,2,2,1,2,5,0.0,0.0,0.0,0.0,2.0,12.0,12.0,11.0
664,GP,M,15,U,GT3,T,4,2,health,services,other,mother,1,1,0,no,no,yes,no,yes,yes,no,2,2,4,2,4,1,0.0,0.0,0.0,0.0,4.0,15.0,16.0,15.0
665,GP,M,16,U,LE3,A,3,4,services,other,home,mother,1,2,0,yes,yes,no,yes,yes,yes,no,5,3,3,1,1,5,0.0,0.0,0.0,0.0,4.0,11.0,11.0,11.0
666,GP,M,16,U,GT3,T,3,2,other,other,home,mother,1,1,0,no,yes,yes,no,yes,yes,no,5,4,3,1,1,5,0.0,0.0,0.0,0.0,0.0,12.0,14.0,15.0
667,GP,F,15,R,GT3,T,3,4,services,health,course,mother,1,3,0,yes,yes,yes,yes,yes,yes,no,4,3,2,1,1,5,0.0,0.0,0.0,0.0,2.0,12.0,12.0,11.0
668,GP,F,15,R,GT3,T,2,2,at_home,other,reputation,mother,1,1,0,yes,yes,yes,yes,yes,no,no,4,3,1,1,1,2,0.0,0.0,0.0,0.0,8.0,14.0,13.0,13.0
669,GP,F,16,U,LE3,T,2,2,other,other,home,mother,2,2,1,no,yes,no,yes,yes,yes,yes,3,3,3,1,2,3,0.0,0.0,0.0,0.0,25.0,7.0,10.0,11.0
670,GP,M,15,U,GT3,T,4,2,teacher,other,home,mother,1,2,0,no,yes,yes,no,yes,no,no,4,3,3,2,2,5,0.0,0.0,0.0,0.0,2.0,15.0,15.0,14.0
671,GP,F,15,U,GT3,T,4,4,services,teacher,other,father,1,2,1,yes,yes,no,yes,yes,yes,no,4,4,4,1,1,3,0.0,0.0,0.0,0.0,2.0,7.0,7.0,7.0
672,GP,F,16,U,LE3,T,2,2,services,services,course,mother,3,2,0,no,yes,yes,no,yes,yes,no,4,3,3,2,3,4,0.0,0.0,0.0,0.0,2.0,12.0,13.0,13.0
673,GP,F,15,U,LE3,T,4,2,health,other,other,mother,1,2,0,no,yes,yes,no,yes,yes,no,4,3,3,1,1,5,0.0,0.0,0.0,0.0,2.0,11.0,13.0,13.0
674,GP,M,15,U,LE3,A,4,2,health,health,other,father,2,1,1,no,no,no,no,yes,no,no,5,5,5,3,4,5,0.0,0.0,0.0,0.0,6.0,11.0,11.0,10.0
675,GP,F,15,U,GT3,T,4,4,services,services,course,mother,1,1,0,yes,yes,yes,no,yes,yes,no,3,3,4,2,3,5,0.0,0.0,0.0,0.0,0.0,8.0,10.0,11.0
676,GP,F,15,U,LE3,A,3,3,other,other,other,mother,1,1,0,no,no,yes,no,yes,yes,no,5,3,4,4,4,1,0.0,0.0,0.0,0.0,6.0,10.0,13.0,13.0
677,GP,F,16,U,GT3,A,2,1,other,other,other,mother,1,2,0,no,no,yes,yes,yes,yes,yes,5,3,4,1,1,2,0.0,0.0,0.0,0.0,8.0,8.0,9.0,10.0
678,GP,F,15,U,GT3,A,4,3,services,services,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,no,4,3,2,1,1,1,0.0,0.0,0.0,0.0,0.0,14.0,15.0,15.0
679,GP,F,16,U,GT3,T,4,2,services,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,4,2,3,1,1,5,0.0,0.0,0.0,0.0,2.0,15.0,16.0,16.0
680,GP,F,16,U,GT3,T,4,3,teacher,health,home,mother,1,3,0,yes,yes,yes,yes,yes,yes,no,3,4,4,2,4,4,0.0,0.0,0.0,0.0,2.0,10.0,9.0,9.0
681,GP,F,16,U,GT3,T,3,1,services,other,course,mother,1,4,0,yes,yes,yes,no,yes,yes,no,4,3,3,1,2,5,0.0,0.0,0.0,0.0,4.0,7.0,7.0,6.0
682,GP,F,15,R,LE3,T,2,2,health,services,reputation,mother,2,2,0,yes,yes,yes,no,yes,yes,no,4,1,3,1,3,4,0.0,0.0,0.0,0.0,2.0,8.0,9.0,8.0
683,GP,M,16,U,GT3,T,3,1,other,other,reputation,father,2,4,0,no,yes,yes,no,yes,yes,no,4,3,2,1,1,5,0.0,0.0,0.0,0.0,0.0,13.0,15.0,15.0
684,GP,F,15,R,GT3,T,1,1,other,other,reputation,mother,1,2,2,yes,yes,no,no,yes,yes,yes,3,3,4,2,4,5,0.0,0.0,0.0,0.0,2.0,8.0,6.0,5.0
685,GP,F,16,U,GT3,T,3,3,other,services,home,mother,1,2,0,yes,yes,yes,yes,yes,yes,no,4,3,3,2,4,5,0.0,0.0,0.0,0.0,54.0,11.0,12.0,11.0
686,GP,M,15,U,GT3,T,4,3,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,no,4,3,3,2,3,5,0.0,0.0,0.0,0.0,6.0,9.0,9.0,10.0
687,GP,F,16,U,GT3,T,2,2,other,other,reputation,mother,1,4,0,no,no,yes,no,yes,yes,yes,5,2,3,1,3,3,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0
688,GP,M,15,U,GT3,T,2,3,other,services,course,father,1,1,0,yes,yes,yes,yes,yes,yes,yes,3,2,2,1,3,3,0.0,0.0,0.0,0.0,2.0,10.0,12.0,12.0
689,GP,M,15,U,GT3,T,2,3,other,other,home,mother,1,3,0,yes,no,yes,no,yes,yes,no,5,3,2,1,2,5,0.0,0.0,0.0,0.0,4.0,11.0,10.0,11.0
690,GP,F,15,U,LE3,T,3,2,services,other,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,no,4,4,4,1,1,5,0.0,0.0,0.0,0.0,10.0,7.0,6.0,6.0
691,GP,F,15,U,GT3,T,4,4,services,services,reputation,father,2,2,2,no,no,yes,no,yes,yes,yes,4,4,4,2,3,5,0.0,0.0,0.0,0.0,6.0,7.0,9.0,8.0
692,GP,M,16,U,GT3,T,2,2,services,other,reputation,father,2,2,1,no,no,yes,yes,yes,yes,no,4,4,2,1,1,3,0.0,0.0,0.0,0.0,12.0,11.0,10.0,10.0
693,GP,F,16,U,GT3,T,3,3,other,other,home,mother,1,3,0,no,yes,yes,no,yes,yes,yes,4,3,3,1,3,4,0.0,0.0,0.0,0.0,0.0,7.0,7.0,8.0
694,GP,F,15,U,GT3,T,4,3,services,other,reputation,mother,1,1,0,no,no,yes,yes,yes,yes,no,4,5,5,1,3,1,0.0,0.0,0.0,0.0,4.0,16.0,17.0,18.0
695,GP,F,16,U,GT3,T,4,2,teacher,services,home,mother,2,2,0,no,yes,yes,yes,yes,yes,no,5,3,3,1,1,1,0.0,0.0,0.0,0.0,0.0,11.0,10.0,10.0
696,GP,F,15,R,GT3,T,1,1,at_home,other,home,mother,2,4,1,yes,yes,yes,yes,yes,yes,no,3,1,2,1,1,1,0.0,0.0,0.0,0.0,2.0,7.0,10.0,10.0
697,GP,M,16,R,GT3,T,4,3,services,other,reputation,mother,2,1,0,yes,yes,no,yes,yes,yes,no,3,3,3,1,1,4,0.0,0.0,0.0,0.0,2.0,11.0,15.0,15.0
698,GP,F,16,U,GT3,T,2,1,other,other,course,mother,1,2,0,no,yes,yes,no,yes,no,yes,4,3,5,1,1,5,0.0,0.0,0.0,0.0,2.0,8.0,9.0,10.0
